calibration_interval,dynamic_filter,block,true_gradient,estimated_gradient,posterior_gradient_sd,calibration_block
1,False,35,0.7278095795332065,0.7296925343906636,0.00395626249234401,True
1,False,36,0.7266984480113503,0.7306281409523431,0.0039033425829004135,True
1,False,37,0.7257890856333281,0.7302857511860612,0.0038525418277424992,True
1,False,38,0.7261836886277422,0.7317684988881821,0.0038038712597962938,True
1,False,39,0.7297295947858811,0.7327582258192424,0.003757437014982934,True
1,False,40,0.7278573300941832,0.7321893815207987,0.0037127030610539648,True
1,False,41,0.7241936490216523,0.7316136840478573,0.0036693920277824908,True
1,False,42,0.7235070709104546,0.7306947299498157,0.0036272893891913204,True
1,False,43,0.7236932958526574,0.730099237418007,0.0035865067507424133,True
1,False,44,0.7259660589169041,0.7303587458976625,0.0035469355067084016,True
1,False,45,0.7257824621417264,0.7303177918841768,0.0035086717231161938,True
1,False,46,0.7236314938664365,0.7297955806533767,0.003471583777108542,True
1,False,47,0.7206537162830797,0.729449855202562,0.0034354242204178384,True
1,False,48,0.7200857505533894,0.7289759827723841,0.0034003161267391266,True
1,False,49,0.7248976426588899,0.7286479792035464,0.0033662149041533422,True
1,False,50,0.7266041025677396,0.7284749618837174,0.00333306627109718,True
1,False,51,0.726584903660753,0.7285806935617335,0.003300879680485838,True
1,False,52,0.7242998086025153,0.7286988791494584,0.003269685575421419,True
1,False,53,0.7240848568388845,0.7284344908433228,0.0032393276065573002,True
1,False,54,0.7249468779129282,0.7282571525294462,0.003209722282181793,True
1,False,55,0.7284079919882487,0.728883699266552,0.003180990424838686,True
1,False,56,0.7257029427440773,0.7289647060981574,0.003153059426024148,True
1,False,57,0.7276289892514383,0.7288904002780268,0.003125871579866423,True
1,False,58,0.7259561121810318,0.7288221317434451,0.0030993375124897045,True
1,False,59,0.7251349623850337,0.7284651749380385,0.00307347377389839,True
1,False,60,0.726378903171176,0.728914548238104,0.0030482495675426724,True
1,False,61,0.7267094384963199,0.7280594454815235,0.0030235956168983198,True
1,False,62,0.7279528532461746,0.727742879363714,0.002999394187192311,True
1,False,63,0.7278677758762276,0.7272834719240203,0.0029756373574188755,True
1,False,64,0.7288144671431354,0.7270870375571333,0.002952413116787999,True
1,False,65,0.7307133079485558,0.7267106182156362,0.002929687319966237,True
1,False,66,0.7296281371507506,0.7265836730917377,0.0029074447281641717,True
1,False,67,0.7295226716043004,0.7267028909106438,0.0028856900041339764,True
1,False,68,0.730973261603384,0.7271288261224087,0.002864462192827811,True
1,False,69,0.7331031298026363,0.7274459627621688,0.0028437150969511716,True
1,True,0,0.7297753365112718,0.7171648049052135,0.018545142001060593,True
1,True,1,0.7271715537580418,0.708803610676488,0.014231943082292822,True
1,True,2,0.7259284686811778,0.7174221150259077,0.012161340860756204,True
1,True,3,0.7248001055545243,0.7195103057247672,0.010837013827647709,True
1,True,4,0.7234585246282691,0.7251014608450956,0.00993941206139405,True
1,True,5,0.7265322929676266,0.7202292884641175,0.009282223506556027,True
1,True,6,0.7267780130154454,0.7213856850223542,0.00875678836945075,True
1,True,7,0.7260795079928145,0.7238929750315078,0.008340113464883598,True
1,True,8,0.7253676224232785,0.7292203932055141,0.008026040043741271,True
1,True,9,0.7258995862884976,0.7308725634943528,0.007775415778934246,True
1,True,10,0.7258970884325116,0.731079454078025,0.0075631414528235935,True
1,True,11,0.7252698706813742,0.7312471000000388,0.007386246466679408,True
1,True,12,0.7276739688606991,0.7256361878740124,0.007231752195001125,True
1,True,13,0.7266320385635432,0.725424165209296,0.0070910134404754775,True
1,True,14,0.7287390073205352,0.7210015758061442,0.006958622809906857,True
1,True,15,0.7286714239448939,0.7202105829532078,0.0068434506577049765,True
1,True,16,0.7289335852327048,0.7173340628555158,0.00673522447122137,True
1,True,17,0.7274827039846108,0.7183874031899798,0.006639082124400755,True
1,True,18,0.7301447446766645,0.7201780197605212,0.006559171671769218,True
1,True,19,0.7319402161035136,0.7234527014040804,0.006494211017535823,True
1,True,20,0.7263184649814074,0.7241879244955677,0.006441943518285736,True
1,True,21,0.7260905186379413,0.7272940957176768,0.006397832827737884,True
1,True,22,0.7267613614869116,0.7272654626438363,0.006361289538926115,True
1,True,23,0.726959977293174,0.7255507252784947,0.006329863503882636,True
1,True,24,0.7249489449527114,0.7244179739223198,0.006298118864534412,True
1,True,25,0.7249680121231936,0.7221051646923309,0.006268730446866576,True
1,True,26,0.7245187555271206,0.7258613096024179,0.006242798182152291,True
1,True,27,0.7235733446741432,0.72372826134938,0.006223813695757021,True
1,True,28,0.7243818861788516,0.7241770199051046,0.006204656371522114,True
1,True,29,0.722506053668988,0.7249792861654404,0.0061860732721949535,True
1,True,30,0.7200844493234653,0.7214680691087088,0.006167812658513409,True
1,True,31,0.7202931634068758,0.7242058542756173,0.006150233382992229,True
1,True,32,0.7199220138045725,0.7228845403691114,0.006133045014256219,True
1,True,33,0.7180380401298886,0.7223649355559665,0.006116731832717702,True
1,True,34,0.7216372117510471,0.7231385711054069,0.00610002708713788,True
1,True,35,0.7202947259544825,0.7215557382324855,0.00608846284867455,True
1,True,36,0.720176453040212,0.7210425478473869,0.006074872075811384,True
1,True,37,0.7181178039980707,0.7218352267776859,0.006062347651787692,True
1,True,38,0.7173323841042049,0.7202098937328624,0.006051490927453898,True
1,True,39,0.7134563465317139,0.7185713018215176,0.0060411933453771135,True
1,True,40,0.7131099219249918,0.7186723497010004,0.00603376962822801,True
1,True,41,0.7143182595388915,0.7174304032375542,0.00602624154010569,True
1,True,42,0.7140567276130735,0.717072228949234,0.006015804939039182,True
1,True,43,0.7158442986547024,0.7150934688776097,0.006005326262109338,True
1,True,44,0.7139521012885265,0.71522266968035,0.0059949929567033634,True
1,True,45,0.7157876174971579,0.7159659199891472,0.00598725532186133,True
1,True,46,0.7163125343794654,0.7144322517606452,0.005978209521003084,True
1,True,47,0.7183942874689617,0.7115899169959614,0.005967109204019016,True
1,True,48,0.720001092026329,0.7129789830677383,0.005957917402006851,True
1,True,49,0.7160256396062754,0.7128619267878678,0.005950701387033133,True
1,True,50,0.7177928940161449,0.7112574080456864,0.005943344462543483,True
1,True,51,0.7152884347201187,0.7106516665060116,0.00593538200226131,True
1,True,52,0.715618597818888,0.7097721202479249,0.005927910933993372,True
1,True,53,0.7138194685395336,0.7102047997052436,0.00592096575569569,True
1,True,54,0.7128543317660783,0.7131723218231841,0.005917717805976955,True
1,True,55,0.709976361356205,0.7137384374304313,0.005915947316684563,True
1,True,56,0.709827439901242,0.7139760064145306,0.005914708496882384,True
1,True,57,0.7071760310697924,0.7134566085403153,0.005913927082649851,True
1,True,58,0.7031619667396396,0.7102940985318682,0.005909936053057735,True
1,True,59,0.701664567543303,0.7081057882305709,0.005904854656789897,True
1,True,60,0.7033882695901088,0.7074983330776972,0.00589757602866257,True
1,True,61,0.7039362235926975,0.7067236887157456,0.005893130234051378,True
1,True,62,0.7043715828779309,0.7039340404013288,0.005887916283503329,True
1,True,63,0.7041686973304327,0.7061544317790149,0.005884688656954536,True
1,True,64,0.7039586342395007,0.7059054305427558,0.005881410727258004,True
1,True,65,0.702591209659914,0.7030746749035225,0.005876948634846933,True
1,True,66,0.7044297551244277,0.7039798154349052,0.00587148672290175,True
1,True,67,0.7027561844312612,0.7001598628607472,0.005866065434499775,True
1,True,68,0.7052028982939325,0.6993982872318447,0.005858414800513771,True
1,True,69,0.702663778642547,0.6981257711720739,0.005849941582007001,True
5,False,0,0.7250558430822064,0.7254585143919647,0.01884130967659599,True
5,False,1,0.726130427427215,0.7161987169788492,0.016948251869844617,False
5,False,2,0.7250295106658303,0.715135359461766,0.01610826946612304,False
5,False,3,0.7232331069849748,0.719122076052314,0.01565171325557121,False
5,False,4,0.7245049954142084,0.7215695520893193,0.015389070006937518,False
5,False,5,0.7251430932612777,0.7057794472141706,0.012437903984725322,True
5,False,6,0.7265514573416956,0.7069065651157193,0.012174835057682463,False
5,False,7,0.7249003362903388,0.7086551145160304,0.011982379837026776,False
5,False,8,0.7281664964957903,0.7065293575724221,0.011835020058808078,False
5,False,9,0.7286025835291586,0.7075874865749884,0.011715693595680692,False
5,False,10,0.7277980950899868,0.7092613441300588,0.01010360812757432,True
5,False,11,0.7267976091362133,0.7102572823874133,0.010011396887703824,False
5,False,12,0.7327406503236168,0.7115580255445482,0.00993657804331324,False
5,False,13,0.7337545329055537,0.7132185490729842,0.009873710546577976,False
5,False,14,0.7340682876971545,0.7143532586078681,0.009821584542586638,False
5,False,15,0.7327913921802699,0.7191605649491625,0.008806031083679848,True
5,False,16,0.7337106425616601,0.7219981702042467,0.008768357904593373,False
5,False,17,0.7322608878985821,0.7225844993286932,0.008737269008641513,False
5,False,18,0.733731490962303,0.7246167706176933,0.008710393953716563,False
5,False,19,0.7368713849559589,0.7253150597880649,0.008687532261161502,False
5,False,20,0.7358930231469731,0.7257456762595222,0.00797447973580034,True
5,False,21,0.7347879080399926,0.7267706468659867,0.007952137028802934,False
5,False,22,0.7339697781208241,0.7271180916820734,0.007932214016023875,False
5,False,23,0.7345606734627795,0.7276960683537584,0.007914104894150346,False
5,False,24,0.7337395633804384,0.7278278819913941,0.007897869313604634,False
5,False,25,0.7358297772866288,0.7276672761910037,0.007350563634458294,True
5,False,26,0.7344729647244294,0.728866675761976,0.0073343606468809375,False
5,False,27,0.738244758286037,0.7285913146176439,0.0073197494445491635,False
5,False,28,0.7348408956564542,0.7292997786614465,0.007306037746962487,False
5,False,29,0.7337918336878729,0.7295720994107727,0.007293357037952893,False
5,False,30,0.7382337839158196,0.7311024368697313,0.006858068620711239,True
5,False,31,0.7372165849101895,0.7313685021974157,0.006846409597687925,False
5,False,32,0.7425796096512535,0.7319578487934787,0.00683552867019302,False
5,False,33,0.7408486592505897,0.7316577308132638,0.006825392723698058,False
5,False,34,0.7401100508279123,0.7315356933963515,0.00681576558628592,False
5,False,35,0.7394262183493777,0.7329123007700714,0.00646016417393085,True
5,False,36,0.7403115320964282,0.7336083717241433,0.006451152188659332,False
5,False,37,0.7399873736646193,0.7333724778517429,0.006442817400490293,False
5,False,38,0.7426227709528801,0.7334171373559589,0.006434842781093646,False
5,False,39,0.7440063050364909,0.7339109111578876,0.006427266391551915,False
5,False,40,0.7445086421342442,0.734452673371058,0.006129578307649805,True
5,False,41,0.7478105366183784,0.7343578428937403,0.006122186350089144,False
5,False,42,0.7464882810297689,0.7349125626159406,0.006115106166107854,False
5,False,43,0.7477698572883118,0.7350882975740093,0.006108446237391311,False
5,False,44,0.7474788164489616,0.7351056334713427,0.006102156023987644,False
5,False,45,0.7478179412085801,0.73363416028789,0.005845375240485326,True
5,False,46,0.7491179306537142,0.733787894192703,0.005838563315971034,False
5,False,47,0.7504947241939065,0.7340911172170475,0.005832103222029811,False
5,False,48,0.7495431620382098,0.7343598597294354,0.005825957312641725,False
5,False,49,0.7518342020102254,0.7349486170305467,0.005820137971232315,False
5,False,50,0.7502452658615754,0.7363324270934597,0.00559579889105176,True
5,False,51,0.7505211506719927,0.7367075214358273,0.005590444474805038,False
5,False,52,0.7532767996876605,0.7371461243306605,0.0055853436325281405,False
5,False,53,0.7540563110780165,0.7375321346758846,0.005580528940583292,False
5,False,54,0.7536793543410213,0.7376643104439808,0.0055759690425036925,False
5,False,55,0.7537627734286712,0.7389897819977114,0.005378941911442542,True
5,False,56,0.7523011734411056,0.739307872643817,0.0053747113406483376,False
5,False,57,0.7545873649334482,0.7394232475148459,0.005370676380947388,False
5,False,58,0.7559816700347837,0.7397816504369391,0.00536679849904637,False
5,False,59,0.7591641591021443,0.7397512494504245,0.005363089288169667,False
5,False,60,0.7620130842159328,0.7397919104149832,0.005188058698604503,True
5,False,61,0.7635646383926563,0.7401304530701812,0.005184342075355577,False
5,False,62,0.7630786110142569,0.7403354596285748,0.0051807672179689885,False
5,False,63,0.7640242638912352,0.7406893276353659,0.005177357542054466,False
5,False,64,0.7667807125340327,0.7410687400898287,0.005174096363851717,False
5,False,65,0.7677568782478679,0.7427605133881827,0.005017096681587507,True
5,False,66,0.7668675812684588,0.7429586257167157,0.005014175257288105,False
5,False,67,0.7635264328140627,0.7429948473810278,0.00501136524811994,False
5,False,68,0.7628242810155277,0.7434580140270758,0.005008664595316966,False
5,False,69,0.7635709413253016,0.7435004953528769,0.005006070838018858,False
5,True,0,0.72744722183318,0.7328794376982505,0.018862429824049738,True
5,True,1,0.7280410164244691,0.7300257573604086,0.017044015451948797,False
5,True,2,0.7239312804317964,0.72734732255118,0.016327449491139505,False
5,True,3,0.7238576565942666,0.7316519780084183,0.015951704209157206,False
5,True,4,0.7227653492710296,0.7330821034300469,0.0157643929319059,False
5,True,5,0.7228625840469414,0.7441914372377973,0.012911119050089861,True
5,True,6,0.7243010034706965,0.7447557945544684,0.012836951361865832,False
5,True,7,0.7240071365758977,0.7424034717427911,0.01279514854205109,False
5,True,8,0.7262805846111994,0.738780984063653,0.012756394858416925,False
5,True,9,0.7219946325055041,0.7363135670781377,0.012728658110001807,False
5,True,10,0.7213741533432311,0.7401392124267538,0.011198985669083651,True
5,True,11,0.7244006339391635,0.7414805575240374,0.011184896451059871,False
5,True,12,0.7290530780186839,0.7410908832996539,0.011179661167843384,False
5,True,13,0.7271545505384296,0.7414849806682868,0.011178789083815532,False
5,True,14,0.7258012891964382,0.7390729974883282,0.011181609265241947,False
5,True,15,0.7280465946523301,0.7397844665501113,0.010193766358339615,True
5,True,16,0.731131961460846,0.7385833319568365,0.010190705280708517,False
5,True,17,0.7265006414730105,0.7347207248814522,0.01019029154386215,False
5,True,18,0.7275245149202496,0.735734235478812,0.010184197465175649,False
5,True,19,0.727417936384405,0.7351207512992541,0.010188192358779454,False
5,True,20,0.7295543614713789,0.7378202990720346,0.009485634068484735,True
5,True,21,0.7322195810814687,0.7376910695093013,0.009490964081049495,False
5,True,22,0.7332153003336279,0.7380390520388856,0.009501741666254303,False
5,True,23,0.7348505818341983,0.736483929472272,0.00951525180242754,False
5,True,24,0.7333822355970065,0.7368036974593277,0.009529757283267137,False
5,True,25,0.7347221605496593,0.7334634750831214,0.008985749945553397,True
5,True,26,0.7370543959338889,0.7380348890177584,0.008989288829838129,False
5,True,27,0.7384404760404994,0.7376564063901725,0.009003427195133418,False
5,True,28,0.7380618721239522,0.7348691497011015,0.009017682306699729,False
5,True,29,0.7375048486538165,0.7338295531803556,0.009030108546935586,False
5,True,30,0.7370057573932375,0.7385861454993251,0.008610306153708586,True
5,True,31,0.738382988187045,0.7376529851751724,0.008629976742600756,False
5,True,32,0.7389993078627707,0.7379372943143014,0.008651035380290021,False
5,True,33,0.7389629856807399,0.7361735018071438,0.008670799932563008,False
5,True,34,0.7371037838505575,0.7359467367337363,0.008691688743650314,False
5,True,35,0.7352305893582678,0.7345247908050349,0.008333568088449147,True
5,True,36,0.7367694760248304,0.7333463125676768,0.00834317797987947,False
5,True,37,0.7378585915968416,0.7325140883008805,0.00835508642774806,False
5,True,38,0.7377530114624524,0.7343598211431924,0.008368955378713345,False
5,True,39,0.7375855800850415,0.7346841263003538,0.00838868790778652,False
5,True,40,0.7385787496146685,0.7355638197606779,0.008088984587806445,True
5,True,41,0.7355080138371036,0.7372346716420299,0.008111951839231595,False
5,True,42,0.7393785603475507,0.7366244223013695,0.008137982380838281,False
5,True,43,0.7392770800029926,0.7354421587746757,0.008164288951989885,False
5,True,44,0.7387146849748679,0.735659317453116,0.008190315501150576,False
5,True,45,0.7403176247158233,0.7341904267605458,0.007924294925405945,True
5,True,46,0.7376666077574333,0.7385003546859675,0.00794474774535409,False
5,True,47,0.737247547626538,0.7396780976273385,0.007973882158391494,False
5,True,48,0.7412277831335478,0.7413634087394936,0.00800531375515057,False
5,True,49,0.7377034344631457,0.7430222283882539,0.00804013983979695,False
5,True,50,0.7385964961371372,0.7456276942766152,0.007819212243961838,True
5,True,51,0.7423271877686373,0.7447794572349347,0.00785752918196013,False
5,True,52,0.7393533754077317,0.7449086979272823,0.00789435582447399,False
5,True,53,0.7399060289147996,0.7432057380258944,0.0079304085419623,False
5,True,54,0.7425620557159913,0.7429274661545324,0.00796490346523149,False
5,True,55,0.742600098827354,0.7438681080356024,0.007754938728120737,True
5,True,56,0.7404907582213746,0.7447370427406143,0.007786985108555809,False
5,True,57,0.7389207726356903,0.744768261676128,0.007819257718191036,False
5,True,58,0.7393822896088365,0.744465902913105,0.00785131863626664,False
5,True,59,0.7390927440969067,0.7428398306527229,0.007884788142883535,False
5,True,60,0.7410074798370172,0.7453259698685991,0.007692572678149506,True
5,True,61,0.7393983471142623,0.7426766212099027,0.007721776749778757,False
5,True,62,0.741600721220695,0.7414243044649962,0.007751320020402043,False
5,True,63,0.7420803808029778,0.742869188847998,0.007779695323210712,False
5,True,64,0.742737313831124,0.7469568864341802,0.007813070309809747,False
5,True,65,0.740098515403131,0.7431326557306319,0.007628949979011652,True
5,True,66,0.7393950800232902,0.7415340986692743,0.007655601211165795,False
5,True,67,0.7400641826357102,0.7394981828330789,0.007680762065859453,False
5,True,68,0.7438664065847299,0.739705661179128,0.007704215556839062,False
5,True,69,0.7434734343796752,0.7400010472392756,0.007730748953792102,False
10,False,0,0.7291448593689577,0.726564274464998,0.018537354254605946,True
10,False,1,0.7317311671974861,0.7275670125932742,0.016686966493178242,False
10,False,2,0.7316493567032236,0.736233769127044,0.015990542572139645,False
10,False,3,0.7307633832727161,0.7331044430112922,0.015665821486827377,False
10,False,4,0.7313854541330095,0.7342117508038088,0.015444948972622274,False
10,False,5,0.7309570276767254,0.7319325080046123,0.015291884153064924,False
10,False,6,0.7311624446365729,0.7317610029008688,0.015172878635056532,False
10,False,7,0.7307206234708585,0.7325991916817043,0.015080493521155954,False
10,False,8,0.7321809596292685,0.7326786820571798,0.01501051042680475,False
10,False,9,0.7345240857431344,0.7343657555946661,0.014956830860624172,False
10,False,10,0.7364471036469904,0.7415752999916498,0.012099944208479424,True
10,False,11,0.7388897079799359,0.7424062666693794,0.012063197956363271,False
10,False,12,0.7371165503961932,0.7427803715210953,0.012033238468998942,False
10,False,13,0.735568003563164,0.7412665248204107,0.012006382736217883,False
10,False,14,0.7365373601886019,0.7398606772793558,0.011981357638542264,False
10,False,15,0.7368561536759626,0.738507469128037,0.01195720869252802,False
10,False,16,0.7371550970109522,0.7382695210575636,0.011934516895153126,False
10,False,17,0.7390173291512224,0.739333823007701,0.011914583223925345,False
10,False,18,0.7393017168812631,0.7397757031128946,0.011897499706606423,False
10,False,19,0.7393867741618749,0.7397770384688345,0.011882487899345411,False
10,False,20,0.740238140087794,0.7408244629317375,0.010313193356135463,True
10,False,21,0.7432485392046193,0.7419085133928166,0.010297092310812044,False
10,False,22,0.7412864261191364,0.7412388613112413,0.010282793315658947,False
10,False,23,0.7407451928160108,0.7414171722449577,0.010269119716305807,False
10,False,24,0.7394399936772614,0.742321719794769,0.010256804875502195,False
10,False,25,0.7376118339384816,0.7423172901961042,0.010245750531117587,False
10,False,26,0.7396084816915391,0.7431381704488899,0.010235758278845236,False
10,False,27,0.7393801205600532,0.7439050836629163,0.01022711541678489,False
10,False,28,0.7434431775523626,0.7436178909513409,0.01021926539308287,False
10,False,29,0.744130098226307,0.743913204950901,0.010211931848750189,False
10,False,30,0.7452851010181303,0.7418289037650837,0.009158799246578064,True
10,False,31,0.7452704533671021,0.741949454509232,0.009148510029121024,False
10,False,32,0.7432259364981745,0.7424768385407489,0.009138878838810167,False
10,False,33,0.7451432438768159,0.7425430489356536,0.009130093042905454,False
10,False,34,0.7462924493619049,0.7429526690925625,0.009121925082378085,False
10,False,35,0.744041101977163,0.7428968834440641,0.009114313059032295,False
10,False,36,0.746493436119583,0.7434160769379966,0.009107263007160412,False
10,False,37,0.7473908125775569,0.7430461099379965,0.009100691228623198,False
10,False,38,0.7469904205918008,0.7428615275223216,0.00909420764485089,False
10,False,39,0.7438234023104335,0.7428168847546889,0.00908807132026702,False
10,False,40,0.7450170010070976,0.740278570530142,0.008314134063834742,True
10,False,41,0.7476864708637616,0.7404178843882296,0.00830573873115819,False
10,False,42,0.7485009302962119,0.7408463831374068,0.008297815974020023,False
10,False,43,0.7489533887530883,0.7412431086198884,0.00829054925419709,False
10,False,44,0.7492297749876776,0.741471328480702,0.008283687930272603,False
10,False,45,0.7447178300949793,0.7412933060660055,0.00827721400879187,False
10,False,46,0.7449509639991688,0.7411683997149181,0.00827082949487378,False
10,False,47,0.744546895285589,0.74123000198219,0.008264756334634872,False
10,False,48,0.7439863318464872,0.7416099999321905,0.008259009031987887,False
10,False,49,0.7422329729842464,0.7413553461603348,0.008253596008119356,False
10,False,50,0.7402369613215414,0.7436733337290788,0.007657783504511722,True
10,False,51,0.7409734078604817,0.7431930881528088,0.007653027255519075,False
10,False,52,0.7383216741880693,0.7430067458974954,0.00764832820586736,False
10,False,53,0.7381151124567631,0.742953980339963,0.007643797468263505,False
10,False,54,0.7409580126231475,0.7429414133102791,0.00763936167149145,False
10,False,55,0.7390911670918688,0.7431968247770462,0.007635082211679194,False
10,False,56,0.7399104421287883,0.7429934107437031,0.007631003479547701,False
10,False,57,0.740749194515104,0.7428942981069667,0.007627001601431267,False
10,False,58,0.7404228217549156,0.7428593679775338,0.007623121452224385,False
10,False,59,0.7431584979150565,0.7425929062000323,0.007619291447730291,False
10,False,60,0.7392575017443498,0.743306967119124,0.0071461166198699055,True
10,False,61,0.7405501692924921,0.7432181916283461,0.007142487489398263,False
10,False,62,0.7438558490486497,0.7431229890696706,0.007138941488807378,False
10,False,63,0.7437690471068936,0.7429620215773358,0.007135460185744565,False
10,False,64,0.7404140690256368,0.7426277895899052,0.007131999690490347,False
10,False,65,0.7399183605058616,0.7424447085406342,0.007128589981128077,False
10,False,66,0.7400079927225415,0.7426205548751695,0.007125237425028326,False
10,False,67,0.7430551542520966,0.7427069817819091,0.007122033339050728,False
10,False,68,0.7479197554844604,0.7428906760954458,0.007118950372685305,False
10,False,69,0.7465403526584655,0.7431501585500477,0.007115982699115559,False
10,True,0,0.7314332672967031,0.7029089934523236,0.01867154507915693,True
10,True,1,0.7277562416756267,0.7170678900258881,0.016526895954969284,False
10,True,2,0.7267870991273733,0.722181576593555,0.015832932810539425,False
10,True,3,0.725991460803953,0.7234175786724618,0.015494152401718095,False
10,True,4,0.7260094140979403,0.7317804758746069,0.015330875553559524,False
10,True,5,0.7244908880780637,0.7295489953033485,0.015254873633635575,False
10,True,6,0.7278116455830024,0.7326151021029468,0.015211017763159716,False
10,True,7,0.7242313134703036,0.7288330929637229,0.015198158284889117,False
10,True,8,0.7265484043970073,0.7289614966802087,0.01518671902346823,False
10,True,9,0.7258681940008366,0.7281886004633509,0.01518195734435431,False
10,True,10,0.7271313591456912,0.7193114917421285,0.012306183098380656,True
10,True,11,0.731751805635832,0.7270620899495225,0.01225648903614795,False
10,True,12,0.7318695864880754,0.7284063448606707,0.012242743162775504,False
10,True,13,0.731741871758823,0.7272085952277448,0.012240508741663726,False
10,True,14,0.7287153473507004,0.7271023785874994,0.012241996450848015,False
10,True,15,0.7286741056690821,0.7241638470629085,0.012242022475339303,False
10,True,16,0.7260050694566885,0.7246575141479855,0.012239468291247483,False
10,True,17,0.7268355412178863,0.7243350398554488,0.012241560456166012,False
10,True,18,0.7238203727801454,0.7236952587502303,0.012245203617179772,False
10,True,19,0.7265976511856176,0.7211820253002753,0.0122473761258227,False
10,True,20,0.7225673806788689,0.7244105842647414,0.010699381339730663,True
10,True,21,0.7208531432983859,0.724733381318713,0.010707839749546632,False
10,True,22,0.7209375115542197,0.7230607952198731,0.010716255545498071,False
10,True,23,0.7232958021033173,0.7236306650664609,0.010724337397696826,False
10,True,24,0.7213020405816969,0.7225370370669698,0.010734644454413115,False
10,True,25,0.7228130788066524,0.7226521990629959,0.010744872564203315,False
10,True,26,0.722027383010668,0.7197003686980187,0.010756758470293885,False
10,True,27,0.7233934782049308,0.7203381556144944,0.010764028316081682,False
10,True,28,0.7221141966565806,0.7191928804677401,0.010771887746937549,False
10,True,29,0.7251556517782646,0.720105244721262,0.010782714699779075,False
10,True,30,0.7227171904506906,0.7248620311922114,0.009801242663422043,True
10,True,31,0.7211465819951168,0.7260752001890693,0.009823473273834054,False
10,True,32,0.7222635761717613,0.7282355244915651,0.009851658678892374,False
10,True,33,0.7183723946366379,0.7299157744681918,0.009883024711521337,False
10,True,34,0.7176995943538153,0.729136927711211,0.00991643343242656,False
10,True,35,0.7170994222641841,0.7303692619998854,0.009948441002289605,False
10,True,36,0.7155622879566681,0.7289768231133775,0.009981120098309608,False
10,True,37,0.7144032464414809,0.7291849035580873,0.01001118621774201,False
10,True,38,0.7148478140408544,0.732386115569588,0.010041797731800705,False
10,True,39,0.7167491265908604,0.7302294228593447,0.010078541786895094,False
10,True,40,0.7162109318852036,0.7347060021433545,0.009369088622814485,True
10,True,41,0.7162173196316046,0.73298488906687,0.009403157809300117,False
10,True,42,0.7175761135660789,0.7299035140391845,0.009432356221958024,False
10,True,43,0.7177744060079558,0.7304298402904008,0.00945881014417261,False
10,True,44,0.7179674922704007,0.7279360758695691,0.009482500200045032,False
10,True,45,0.7188702235181134,0.7248267288873856,0.009501841364926192,False
10,True,46,0.7204484733810078,0.7207072414219029,0.009516916225191381,False
10,True,47,0.7223967654525123,0.7169525968108076,0.009521845804009667,False
