event_id,run_id,timestamp_tick,atom,node,sign
SYN-000036,synthetic-reference-10.34,37,1,0.12942143496593872,1
SYN-000037,synthetic-reference-10.34,38,3,0.5266898453623859,1
SYN-000038,synthetic-reference-10.34,39,3,0.5266898453623859,1
SYN-000039,synthetic-reference-10.34,40,3,0.5266898453623859,1
SYN-000040,synthetic-reference-10.34,41,0,0.019826532267005523,-1
SYN-000041,synthetic-reference-10.34,42,1,0.12942143496593872,1
SYN-000042,synthetic-reference-10.34,43,1,0.12942143496593872,1
SYN-000043,synthetic-reference-10.34,44,3,0.5266898453623859,1
SYN-000044,synthetic-reference-10.34,45,0,0.019826532267005523,-1
SYN-000045,synthetic-reference-10.34,46,1,0.12942143496593872,1
SYN-000046,synthetic-reference-10.34,47,4,0.814059045463453,1
SYN-000047,synthetic-reference-10.34,48,2,0.2950420036616848,1
SYN-000048,synthetic-reference-10.34,49,0,0.019826532267005523,-1
SYN-000049,synthetic-reference-10.34,50,2,0.2950420036616848,1
SYN-000050,synthetic-reference-10.34,51,0,0.019826532267005523,-1
SYN-000051,synthetic-reference-10.34,52,0,0.019826532267005523,-1
SYN-000052,synthetic-reference-10.34,53,0,0.019826532267005523,-1
SYN-000053,synthetic-reference-10.34,54,1,0.12942143496593872,1
SYN-000054,synthetic-reference-10.34,55,5,0.9418486479939021,-1
SYN-000055,synthetic-reference-10.34,56,3,0.5266898453623859,1
SYN-000056,synthetic-reference-10.34,57,0,0.019826532267005523,-1
SYN-000057,synthetic-reference-10.34,58,0,0.019826532267005523,-1
SYN-000058,synthetic-reference-10.34,59,1,0.12942143496593872,1
SYN-000059,synthetic-reference-10.34,60,1,0.12942143496593872,1
SYN-000060,synthetic-reference-10.34,61,2,0.2950420036616848,1
SYN-000061,synthetic-reference-10.34,62,0,0.019826532267005523,-1
SYN-000062,synthetic-reference-10.34,63,3,0.5266898453623859,1
SYN-000063,synthetic-reference-10.34,64,2,0.2950420036616848,1
SYN-000064,synthetic-reference-10.34,65,0,0.019826532267005523,-1
SYN-000065,synthetic-reference-10.34,66,0,0.019826532267005523,-1
SYN-000066,synthetic-reference-10.34,67,0,0.019826532267005523,-1
SYN-000067,synthetic-reference-10.34,68,1,0.12942143496593872,1
SYN-000068,synthetic-reference-10.34,69,0,0.019826532267005523,-1
SYN-000069,synthetic-reference-10.34,70,2,0.2950420036616848,1
SYN-000070,synthetic-reference-10.34,71,0,0.019826532267005523,-1
SYN-000071,synthetic-reference-10.34,72,1,0.12942143496593872,1
SYN-000072,synthetic-reference-10.34,73,0,0.019826532267005523,-1
SYN-000073,synthetic-reference-10.34,74,0,0.019826532267005523,-1
SYN-000074,synthetic-reference-10.34,75,2,0.2950420036616848,1
SYN-000075,synthetic-reference-10.34,76,1,0.12942143496593872,1
SYN-000076,synthetic-reference-10.34,77,0,0.019826532267005523,-1
SYN-000077,synthetic-reference-10.34,78,1,0.12942143496593872,1
SYN-000078,synthetic-reference-10.34,79,1,0.12942143496593872,1
SYN-000079,synthetic-reference-10.34,80,0,0.019826532267005523,-1
SYN-000080,synthetic-reference-10.34,81,4,0.814059045463453,1
SYN-000081,synthetic-reference-10.34,82,0,0.019826532267005523,-1
SYN-000082,synthetic-reference-10.34,83,0,0.019826532267005523,-1
SYN-000083,synthetic-reference-10.34,84,1,0.12942143496593872,1
SYN-000084,synthetic-reference-10.34,85,2,0.2950420036616848,1
SYN-000085,synthetic-reference-10.34,86,3,0.5266898453623859,1
SYN-000086,synthetic-reference-10.34,87,2,0.2950420036616848,1
SYN-000087,synthetic-reference-10.34,88,6,1.0,1
SYN-000088,synthetic-reference-10.34,89,6,1.0,1
SYN-000089,synthetic-reference-10.34,90,0,0.019826532267005523,-1
SYN-000090,synthetic-reference-10.34,91,2,0.2950420036616848,1
SYN-000091,synthetic-reference-10.34,92,2,0.2950420036616848,1
SYN-000092,synthetic-reference-10.34,93,1,0.12942143496593872,1
SYN-000093,synthetic-reference-10.34,94,0,0.019826532267005523,-1
SYN-000094,synthetic-reference-10.34,95,0,0.019826532267005523,-1
SYN-000095,synthetic-reference-10.34,96,3,0.5266898453623859,1
SYN-000096,synthetic-reference-10.34,97,2,0.2950420036616848,1
SYN-000097,synthetic-reference-10.34,98,3,0.5266898453623859,1
SYN-000098,synthetic-reference-10.34,99,1,0.12942143496593872,1
SYN-000099,synthetic-reference-10.34,100,1,0.12942143496593872,1
SYN-000100,synthetic-reference-10.34,101,0,0.019826532267005523,-1
SYN-000101,synthetic-reference-10.34,102,3,0.5266898453623859,1
SYN-000102,synthetic-reference-10.34,103,4,0.814059045463453,1
SYN-000103,synthetic-reference-10.34,104,1,0.12942143496593872,1
SYN-000104,synthetic-reference-10.34,105,0,0.019826532267005523,-1
SYN-000105,synthetic-reference-10.34,106,3,0.5266898453623859,1
SYN-000106,synthetic-reference-10.34,107,0,0.019826532267005523,-1
SYN-000107,synthetic-reference-10.34,108,3,0.5266898453623859,1
SYN-000108,synthetic-reference-10.34,109,1,0.12942143496593872,1
SYN-000109,synthetic-reference-10.34,110,2,0.2950420036616848,1
SYN-000110,synthetic-reference-10.34,111,0,0.019826532267005523,-1
SYN-000111,synthetic-reference-10.34,112,5,0.9418486479939021,-1
SYN-000112,synthetic-reference-10.34,113,2,0.2950420036616848,1
SYN-000113,synthetic-reference-10.34,114,1,0.12942143496593872,1
SYN-000114,synthetic-reference-10.34,115,3,0.5266898453623859,1
SYN-000115,synthetic-reference-10.34,116,4,0.814059045463453,1
SYN-000116,synthetic-reference-10.34,117,2,0.2950420036616848,1
SYN-000117,synthetic-reference-10.34,118,1,0.12942143496593872,1
SYN-000118,synthetic-reference-10.34,119,0,0.019826532267005523,-1
SYN-000119,synthetic-reference-10.34,120,1,0.12942143496593872,1
SYN-000120,synthetic-reference-10.34,121,3,0.5266898453623859,1
SYN-000121,synthetic-reference-10.34,122,4,0.814059045463453,1
SYN-000122,synthetic-reference-10.34,123,0,0.019826532267005523,-1
SYN-000123,synthetic-reference-10.34,124,1,0.12942143496593872,1
SYN-000124,synthetic-reference-10.34,125,3,0.5266898453623859,1
SYN-000125,synthetic-reference-10.34,126,1,0.12942143496593872,1
SYN-000126,synthetic-reference-10.34,127,0,0.019826532267005523,-1
SYN-000127,synthetic-reference-10.34,128,4,0.814059045463453,1
SYN-000128,synthetic-reference-10.34,129,1,0.12942143496593872,1
SYN-000129,synthetic-reference-10.34,130,0,0.019826532267005523,-1
SYN-000130,synthetic-reference-10.34,131,4,0.814059045463453,1
SYN-000131,synthetic-reference-10.34,132,3,0.5266898453623859,1
SYN-000132,synthetic-reference-10.34,133,5,0.9418486479939021,-1
SYN-000133,synthetic-reference-10.34,134,1,0.12942143496593872,1
SYN-000134,synthetic-reference-10.34,135,2,0.2950420036616848,1
SYN-000135,synthetic-reference-10.34,136,3,0.5266898453623859,1
SYN-000136,synthetic-reference-10.34,137,2,0.2950420036616848,1
SYN-000137,synthetic-reference-10.34,138,3,0.5266898453623859,1
SYN-000138,synthetic-reference-10.34,139,3,0.5266898453623859,1
SYN-000139,synthetic-reference-10.34,140,0,0.019826532267005523,-1
SYN-000140,synthetic-reference-10.34,141,1,0.12942143496593872,1
SYN-000141,synthetic-reference-10.34,142,3,0.5266898453623859,1
SYN-000142,synthetic-reference-10.34,143,0,0.019826532267005523,-1
SYN-000143,synthetic-reference-10.34,144,0,0.019826532267005523,-1
SYN-000144,synthetic-reference-10.34,145,2,0.2950420036616848,1
SYN-000145,synthetic-reference-10.34,146,2,0.2950420036616848,1
SYN-000146,synthetic-reference-10.34,147,1,0.12942143496593872,1
SYN-000147,synthetic-reference-10.34,148,2,0.2950420036616848,1
SYN-000148,synthetic-reference-10.34,149,1,0.12942143496593872,1
SYN-000149,synthetic-reference-10.34,150,0,0.019826532267005523,-1
SYN-000150,synthetic-reference-10.34,151,2,0.2950420036616848,1
SYN-000151,synthetic-reference-10.34,152,3,0.5266898453623859,1
SYN-000152,synthetic-reference-10.34,153,2,0.2950420036616848,1
SYN-000153,synthetic-reference-10.34,154,0,0.019826532267005523,-1
SYN-000154,synthetic-reference-10.34,155,3,0.5266898453623859,1
SYN-000155,synthetic-reference-10.34,156,4,0.814059045463453,1
SYN-000156,synthetic-reference-10.34,157,1,0.12942143496593872,1
SYN-000157,synthetic-reference-10.34,158,1,0.12942143496593872,1
SYN-000158,synthetic-reference-10.34,159,2,0.2950420036616848,1
SYN-000159,synthetic-reference-10.34,160,3,0.5266898453623859,1
SYN-000160,synthetic-reference-10.34,161,0,0.019826532267005523,-1
SYN-000161,synthetic-reference-10.34,162,2,0.2950420036616848,1
SYN-000162,synthetic-reference-10.34,163,2,0.2950420036616848,1
SYN-000163,synthetic-reference-10.34,164,2,0.2950420036616848,1
SYN-000164,synthetic-reference-10.34,165,2,0.2950420036616848,1
SYN-000165,synthetic-reference-10.34,166,1,0.12942143496593872,1
SYN-000166,synthetic-reference-10.34,167,0,0.019826532267005523,-1
SYN-000167,synthetic-reference-10.34,168,4,0.814059045463453,1
SYN-000168,synthetic-reference-10.34,169,0,0.019826532267005523,-1
SYN-000169,synthetic-reference-10.34,170,2,0.2950420036616848,1
SYN-000170,synthetic-reference-10.34,171,3,0.5266898453623859,1
SYN-000171,synthetic-reference-10.34,172,1,0.12942143496593872,1
SYN-000172,synthetic-reference-10.34,173,1,0.12942143496593872,1
SYN-000173,synthetic-reference-10.34,174,0,0.019826532267005523,-1
SYN-000174,synthetic-reference-10.34,175,1,0.12942143496593872,1
SYN-000175,synthetic-reference-10.34,176,3,0.5266898453623859,1
SYN-000176,synthetic-reference-10.34,177,2,0.2950420036616848,1
SYN-000177,synthetic-reference-10.34,178,0,0.019826532267005523,-1
SYN-000178,synthetic-reference-10.34,179,2,0.2950420036616848,1
SYN-000179,synthetic-reference-10.34,180,1,0.12942143496593872,1
SYN-000180,synthetic-reference-10.34,181,1,0.12942143496593872,1
SYN-000181,synthetic-reference-10.34,182,2,0.2950420036616848,1
SYN-000182,synthetic-reference-10.34,183,0,0.019826532267005523,-1
SYN-000183,synthetic-reference-10.34,184,2,0.2950420036616848,1
SYN-000184,synthetic-reference-10.34,185,2,0.2950420036616848,1
SYN-000185,synthetic-reference-10.34,186,0,0.019826532267005523,-1
SYN-000186,synthetic-reference-10.34,187,1,0.12942143496593872,1
SYN-000187,synthetic-reference-10.34,188,0,0.019826532267005523,-1
SYN-000188,synthetic-reference-10.34,189,2,0.2950420036616848,1
SYN-000189,synthetic-reference-10.34,190,3,0.5266898453623859,1
SYN-000190,synthetic-reference-10.34,191,1,0.12942143496593872,1
SYN-000191,synthetic-reference-10.34,192,2,0.2950420036616848,1
SYN-000192,synthetic-reference-10.34,193,0,0.019826532267005523,-1
SYN-000193,synthetic-reference-10.34,194,2,0.2950420036616848,1
SYN-000194,synthetic-reference-10.34,195,0,0.019826532267005523,-1
SYN-000195,synthetic-reference-10.34,196,0,0.019826532267005523,-1
SYN-000196,synthetic-reference-10.34,197,0,0.019826532267005523,-1
SYN-000197,synthetic-reference-10.34,198,1,0.12942143496593872,1
SYN-000198,synthetic-reference-10.34,199,1,0.12942143496593872,1
SYN-000199,synthetic-reference-10.34,200,1,0.12942143496593872,1
SYN-000200,synthetic-reference-10.34,201,1,0.12942143496593872,1
SYN-000201,synthetic-reference-10.34,202,2,0.2950420036616848,1
SYN-000202,synthetic-reference-10.34,203,3,0.5266898453623859,1
SYN-000203,synthetic-reference-10.34,204,2,0.2950420036616848,1
SYN-000204,synthetic-reference-10.34,205,1,0.12942143496593872,1
SYN-000205,synthetic-reference-10.34,206,2,0.2950420036616848,1
SYN-000206,synthetic-reference-10.34,207,2,0.2950420036616848,1
SYN-000207,synthetic-reference-10.34,208,3,0.5266898453623859,1
SYN-000208,synthetic-reference-10.34,209,1,0.12942143496593872,1
SYN-000209,synthetic-reference-10.34,210,2,0.2950420036616848,1
SYN-000210,synthetic-reference-10.34,211,0,0.019826532267005523,-1
SYN-000211,synthetic-reference-10.34,212,1,0.12942143496593872,1
SYN-000212,synthetic-reference-10.34,213,0,0.019826532267005523,-1
SYN-000213,synthetic-reference-10.34,214,2,0.2950420036616848,1
SYN-000214,synthetic-reference-10.34,215,3,0.5266898453623859,1
SYN-000215,synthetic-reference-10.34,216,1,0.12942143496593872,1
SYN-000216,synthetic-reference-10.34,217,2,0.2950420036616848,1
SYN-000217,synthetic-reference-10.34,218,2,0.2950420036616848,1
SYN-000218,synthetic-reference-10.34,219,2,0.2950420036616848,1
SYN-000219,synthetic-reference-10.34,220,1,0.12942143496593872,1
SYN-000220,synthetic-reference-10.34,221,2,0.2950420036616848,1
SYN-000221,synthetic-reference-10.34,222,1,0.12942143496593872,1
SYN-000222,synthetic-reference-10.34,223,4,0.814059045463453,1
SYN-000223,synthetic-reference-10.34,224,0,0.019826532267005523,-1
SYN-000224,synthetic-reference-10.34,225,3,0.5266898453623859,1
SYN-000225,synthetic-reference-10.34,226,2,0.2950420036616848,1
SYN-000226,synthetic-reference-10.34,227,0,0.019826532267005523,-1
SYN-000227,synthetic-reference-10.34,228,3,0.5266898453623859,1
SYN-000228,synthetic-reference-10.34,229,1,0.12942143496593872,1
SYN-000229,synthetic-reference-10.34,230,2,0.2950420036616848,1
SYN-000230,synthetic-reference-10.34,231,0,0.019826532267005523,-1
SYN-000231,synthetic-reference-10.34,232,2,0.2950420036616848,1
SYN-000232,synthetic-reference-10.34,233,2,0.2950420036616848,1
SYN-000233,synthetic-reference-10.34,234,2,0.2950420036616848,1
SYN-000234,synthetic-reference-10.34,235,3,0.5266898453623859,1
SYN-000235,synthetic-reference-10.34,236,0,0.019826532267005523,-1
SYN-000236,synthetic-reference-10.34,237,0,0.019826532267005523,-1
SYN-000237,synthetic-reference-10.34,238,4,0.814059045463453,1
SYN-000238,synthetic-reference-10.34,239,1,0.12942143496593872,1
SYN-000239,synthetic-reference-10.34,240,2,0.2950420036616848,1
SYN-000240,synthetic-reference-10.34,241,5,0.9418486479939021,-1
SYN-000241,synthetic-reference-10.34,242,4,0.814059045463453,1
SYN-000242,synthetic-reference-10.34,243,3,0.5266898453623859,1
SYN-000243,synthetic-reference-10.34,244,0,0.019826532267005523,-1
SYN-000244,synthetic-reference-10.34,245,0,0.019826532267005523,-1
SYN-000245,synthetic-reference-10.34,246,2,0.2950420036616848,1
SYN-000246,synthetic-reference-10.34,247,3,0.5266898453623859,1
SYN-000247,synthetic-reference-10.34,248,1,0.12942143496593872,1
SYN-000248,synthetic-reference-10.34,249,2,0.2950420036616848,1
SYN-000249,synthetic-reference-10.34,250,0,0.019826532267005523,-1
SYN-000250,synthetic-reference-10.34,251,1,0.12942143496593872,1
SYN-000251,synthetic-reference-10.34,252,2,0.2950420036616848,1
SYN-000252,synthetic-reference-10.34,253,1,0.12942143496593872,1
SYN-000253,synthetic-reference-10.34,254,2,0.2950420036616848,1
SYN-000254,synthetic-reference-10.34,255,1,0.12942143496593872,1
SYN-000255,synthetic-reference-10.34,256,0,0.019826532267005523,-1
SYN-000256,synthetic-reference-10.34,257,5,0.9418486479939021,-1
SYN-000257,synthetic-reference-10.34,258,3,0.5266898453623859,1
SYN-000258,synthetic-reference-10.34,259,0,0.019826532267005523,-1
SYN-000259,synthetic-reference-10.34,260,1,0.12942143496593872,1
SYN-000260,synthetic-reference-10.34,261,1,0.12942143496593872,1
SYN-000261,synthetic-reference-10.34,262,0,0.019826532267005523,-1
SYN-000262,synthetic-reference-10.34,263,1,0.12942143496593872,1
SYN-000263,synthetic-reference-10.34,264,0,0.019826532267005523,-1
SYN-000264,synthetic-reference-10.34,265,2,0.2950420036616848,1
SYN-000265,synthetic-reference-10.34,266,0,0.019826532267005523,-1
SYN-000266,synthetic-reference-10.34,267,0,0.019826532267005523,-1
SYN-000267,synthetic-reference-10.34,268,1,0.12942143496593872,1
SYN-000268,synthetic-reference-10.34,269,2,0.2950420036616848,1
SYN-000269,synthetic-reference-10.34,270,0,0.019826532267005523,-1
SYN-000270,synthetic-reference-10.34,271,0,0.019826532267005523,-1
SYN-000271,synthetic-reference-10.34,272,2,0.2950420036616848,1
SYN-000272,synthetic-reference-10.34,273,1,0.12942143496593872,1
SYN-000273,synthetic-reference-10.34,274,1,0.12942143496593872,1
SYN-000274,synthetic-reference-10.34,275,1,0.12942143496593872,1
SYN-000275,synthetic-reference-10.34,276,1,0.12942143496593872,1
SYN-000276,synthetic-reference-10.34,277,2,0.2950420036616848,1
SYN-000277,synthetic-reference-10.34,278,2,0.2950420036616848,1
SYN-000278,synthetic-reference-10.34,279,0,0.019826532267005523,-1
SYN-000279,synthetic-reference-10.34,280,1,0.12942143496593872,1
SYN-000280,synthetic-reference-10.34,281,1,0.12942143496593872,1
SYN-000281,synthetic-reference-10.34,282,1,0.12942143496593872,1
SYN-000282,synthetic-reference-10.34,283,0,0.019826532267005523,-1
SYN-000283,synthetic-reference-10.34,284,2,0.2950420036616848,1
SYN-000284,synthetic-reference-10.34,285,0,0.019826532267005523,-1
SYN-000285,synthetic-reference-10.34,286,5,0.9418486479939021,-1
SYN-000286,synthetic-reference-10.34,287,3,0.5266898453623859,1
SYN-000287,synthetic-reference-10.34,288,1,0.12942143496593872,1
SYN-000288,synthetic-reference-10.34,289,1,0.12942143496593872,1
SYN-000289,synthetic-reference-10.34,290,0,0.019826532267005523,-1
SYN-000290,synthetic-reference-10.34,291,1,0.12942143496593872,1
SYN-000291,synthetic-reference-10.34,292,3,0.5266898453623859,1
SYN-000292,synthetic-reference-10.34,293,1,0.12942143496593872,1
SYN-000293,synthetic-reference-10.34,294,4,0.814059045463453,1
SYN-000294,synthetic-reference-10.34,295,1,0.12942143496593872,1
SYN-000295,synthetic-reference-10.34,296,3,0.5266898453623859,1
SYN-000296,synthetic-reference-10.34,297,3,0.5266898453623859,1
SYN-000297,synthetic-reference-10.34,298,0,0.019826532267005523,-1
SYN-000298,synthetic-reference-10.34,299,1,0.12942143496593872,1
SYN-000299,synthetic-reference-10.34,300,0,0.019826532267005523,-1
SYN-000300,synthetic-reference-10.34,301,5,0.9418486479939021,-1
SYN-000301,synthetic-reference-10.34,302,0,0.019826532267005523,-1
SYN-000302,synthetic-reference-10.34,303,0,0.019826532267005523,-1
SYN-000303,synthetic-reference-10.34,304,5,0.9418486479939021,-1
SYN-000304,synthetic-reference-10.34,305,4,0.814059045463453,1
SYN-000305,synthetic-reference-10.34,306,3,0.5266898453623859,1
SYN-000306,synthetic-reference-10.34,307,4,0.814059045463453,1
SYN-000307,synthetic-reference-10.34,308,1,0.12942143496593872,1
SYN-000308,synthetic-reference-10.34,309,3,0.5266898453623859,1
SYN-000309,synthetic-reference-10.34,310,2,0.2950420036616848,1
SYN-000310,synthetic-reference-10.34,311,6,1.0,1
SYN-000311,synthetic-reference-10.34,312,0,0.019826532267005523,-1
SYN-000312,synthetic-reference-10.34,313,4,0.814059045463453,1
SYN-000313,synthetic-reference-10.34,314,0,0.019826532267005523,-1
SYN-000314,synthetic-reference-10.34,315,0,0.019826532267005523,-1
SYN-000315,synthetic-reference-10.34,316,1,0.12942143496593872,1
SYN-000316,synthetic-reference-10.34,317,4,0.814059045463453,1
SYN-000317,synthetic-reference-10.34,318,0,0.019826532267005523,-1
SYN-000318,synthetic-reference-10.34,319,1,0.12942143496593872,1
SYN-000319,synthetic-reference-10.34,320,1,0.12942143496593872,1
SYN-000320,synthetic-reference-10.34,321,2,0.2950420036616848,1
SYN-000321,synthetic-reference-10.34,322,1,0.12942143496593872,1
SYN-000322,synthetic-reference-10.34,323,1,0.12942143496593872,1
SYN-000323,synthetic-reference-10.34,324,1,0.12942143496593872,1
SYN-000324,synthetic-reference-10.34,325,3,0.5266898453623859,1
SYN-000325,synthetic-reference-10.34,326,3,0.5266898453623859,1
SYN-000326,synthetic-reference-10.34,327,3,0.5266898453623859,1
SYN-000327,synthetic-reference-10.34,328,3,0.5266898453623859,1
SYN-000328,synthetic-reference-10.34,329,2,0.2950420036616848,1
SYN-000329,synthetic-reference-10.34,330,1,0.12942143496593872,1
SYN-000330,synthetic-reference-10.34,331,2,0.2950420036616848,1
SYN-000331,synthetic-reference-10.34,332,0,0.019826532267005523,-1
SYN-000332,synthetic-reference-10.34,333,0,0.019826532267005523,-1
SYN-000333,synthetic-reference-10.34,334,0,0.019826532267005523,-1
SYN-000334,synthetic-reference-10.34,335,3,0.5266898453623859,1
SYN-000335,synthetic-reference-10.34,336,2,0.2950420036616848,1
SYN-000336,synthetic-reference-10.34,337,1,0.12942143496593872,1
SYN-000337,synthetic-reference-10.34,338,2,0.2950420036616848,1
SYN-000338,synthetic-reference-10.34,339,0,0.019826532267005523,-1
SYN-000339,synthetic-reference-10.34,340,1,0.12942143496593872,1
SYN-000340,synthetic-reference-10.34,341,3,0.5266898453623859,1
SYN-000341,synthetic-reference-10.34,342,6,1.0,1
SYN-000342,synthetic-reference-10.34,343,2,0.2950420036616848,1
SYN-000343,synthetic-reference-10.34,344,1,0.12942143496593872,1
SYN-000344,synthetic-reference-10.34,345,0,0.019826532267005523,-1
SYN-000345,synthetic-reference-10.34,346,1,0.12942143496593872,1
SYN-000346,synthetic-reference-10.34,347,3,0.5266898453623859,1
SYN-000347,synthetic-reference-10.34,348,2,0.2950420036616848,1
SYN-000348,synthetic-reference-10.34,349,0,0.019826532267005523,-1
SYN-000349,synthetic-reference-10.34,350,3,0.5266898453623859,1
SYN-000350,synthetic-reference-10.34,351,1,0.12942143496593872,1
SYN-000351,synthetic-reference-10.34,352,1,0.12942143496593872,1
SYN-000352,synthetic-reference-10.34,353,2,0.2950420036616848,1
SYN-000353,synthetic-reference-10.34,354,0,0.019826532267005523,-1
SYN-000354,synthetic-reference-10.34,355,1,0.12942143496593872,1
SYN-000355,synthetic-reference-10.34,356,1,0.12942143496593872,1
SYN-000356,synthetic-reference-10.34,357,0,0.019826532267005523,-1
SYN-000357,synthetic-reference-10.34,358,0,0.019826532267005523,-1
SYN-000358,synthetic-reference-10.34,359,0,0.019826532267005523,-1
SYN-000359,synthetic-reference-10.34,360,1,0.12942143496593872,1
SYN-000360,synthetic-reference-10.34,361,1,0.12942143496593872,1
SYN-000361,synthetic-reference-10.34,362,2,0.2950420036616848,1
SYN-000362,synthetic-reference-10.34,363,2,0.2950420036616848,1
SYN-000363,synthetic-reference-10.34,364,0,0.019826532267005523,-1
SYN-000364,synthetic-reference-10.34,365,0,0.019826532267005523,-1
SYN-000365,synthetic-reference-10.34,366,3,0.5266898453623859,1
SYN-000366,synthetic-reference-10.34,367,0,0.019826532267005523,-1
SYN-000367,synthetic-reference-10.34,368,1,0.12942143496593872,1
SYN-000368,synthetic-reference-10.34,369,0,0.019826532267005523,-1
SYN-000369,synthetic-reference-10.34,370,0,0.019826532267005523,-1
SYN-000370,synthetic-reference-10.34,371,0,0.019826532267005523,-1
SYN-000371,synthetic-reference-10.34,372,0,0.019826532267005523,-1
SYN-000372,synthetic-reference-10.34,373,0,0.019826532267005523,-1
SYN-000373,synthetic-reference-10.34,374,3,0.5266898453623859,1
SYN-000374,synthetic-reference-10.34,375,3,0.5266898453623859,1
SYN-000375,synthetic-reference-10.34,376,2,0.2950420036616848,1
SYN-000376,synthetic-reference-10.34,377,0,0.019826532267005523,-1
SYN-000377,synthetic-reference-10.34,378,0,0.019826532267005523,-1
SYN-000378,synthetic-reference-10.34,379,5,0.9418486479939021,-1
SYN-000379,synthetic-reference-10.34,380,3,0.5266898453623859,1
SYN-000380,synthetic-reference-10.34,381,1,0.12942143496593872,1
SYN-000381,synthetic-reference-10.34,382,0,0.019826532267005523,-1
SYN-000382,synthetic-reference-10.34,383,3,0.5266898453623859,1
SYN-000383,synthetic-reference-10.34,384,1,0.12942143496593872,1
SYN-000384,synthetic-reference-10.34,385,1,0.12942143496593872,1
SYN-000385,synthetic-reference-10.34,386,1,0.12942143496593872,1
SYN-000386,synthetic-reference-10.34,387,0,0.019826532267005523,-1
SYN-000387,synthetic-reference-10.34,388,0,0.019826532267005523,-1
SYN-000388,synthetic-reference-10.34,389,1,0.12942143496593872,1
SYN-000389,synthetic-reference-10.34,390,3,0.5266898453623859,1
SYN-000390,synthetic-reference-10.34,391,2,0.2950420036616848,1
SYN-000391,synthetic-reference-10.34,392,4,0.814059045463453,1
SYN-000392,synthetic-reference-10.34,393,2,0.2950420036616848,1
SYN-000393,synthetic-reference-10.34,394,2,0.2950420036616848,1
SYN-000394,synthetic-reference-10.34,395,1,0.12942143496593872,1
SYN-000395,synthetic-reference-10.34,396,0,0.019826532267005523,-1
SYN-000396,synthetic-reference-10.34,397,2,0.2950420036616848,1
SYN-000397,synthetic-reference-10.34,398,3,0.5266898453623859,1
SYN-000398,synthetic-reference-10.34,399,3,0.5266898453623859,1
SYN-000399,synthetic-reference-10.34,400,1,0.12942143496593872,1
SYN-000400,synthetic-reference-10.34,401,2,0.2950420036616848,1
SYN-000401,synthetic-reference-10.34,402,0,0.019826532267005523,-1
SYN-000402,synthetic-reference-10.34,403,2,0.2950420036616848,1
SYN-000403,synthetic-reference-10.34,404,3,0.5266898453623859,1
SYN-000404,synthetic-reference-10.34,405,4,0.814059045463453,1
SYN-000405,synthetic-reference-10.34,406,1,0.12942143496593872,1
SYN-000406,synthetic-reference-10.34,407,4,0.814059045463453,1
SYN-000407,synthetic-reference-10.34,408,0,0.019826532267005523,-1
